"list_name","name","label"
"MPA_GBR",343,"Dornoch Firth and Loch Fleet - 555556971"
"MPA_GBR",344,"Dornoch Firth and Loch Fleet - 555786448"
"MPA_GBR",345,"Dornoch Firth and Morrich More - 555556972"
"MPA_GBR",346,"Dornoch Firth and Morrich More - 555786798"
"MPA_GBR",347,"Douglas Bay - 555637389"
"MPA_GBR",348,"Dover to Deal - 555588153"
"MPA_GBR",349,"Dover to Deal - 555622021"
"MPA_GBR",350,"Dover to Folkestone - 555588154"
"MPA_GBR",351,"Dover to Folkestone - 555622022"
"MPA_GBR",352,"Dover to Kingsdown Cliffs - 138828"
"MPA_GBR",353,"Dover to Kingsdown Cliffs - 555786492"
"MPA_GBR",354,"Dover-Folkestone - 4879"
"MPA_GBR",355,"Drigg Coast - 136277"
"MPA_GBR",356,"Drigg Coast - 555556973"
"MPA_GBR",357,"Drigg Coast - 555786280"
"MPA_GBR",358,"Drigg Dunes and Gullery Ravenglass - 92927"
"MPA_GBR",359,"Drumadoon - Tormore - 135506"
"MPA_GBR",360,"Drummains Reedbed - 555624764"
"MPA_GBR",361,"Duckpool to Furzey Cove - 146262"
"MPA_GBR",362,"Duckpool to Sandymouth - 555581291"
"MPA_GBR",363,"Duddon Estuary - 136296"
"MPA_GBR",364,"Duddon Estuary - 220052"
"MPA_GBR",365,"Duddon Estuary - 555556974"
"MPA_GBR",366,"Dumbarton Rock - 135662"
"MPA_GBR",367,"Dunbeath to Sgaps Geo - 136136"
"MPA_GBR",368,"Dungeness - 555786295"
"MPA_GBR",369,"Dungeness Romney Marsh and Rye Bay - 341128"
"MPA_GBR",370,"Dungeness Romney Marsh and Rye Bay - 555637374"
"MPA_GBR",371,"Dungeness Romney Marsh and Rye Bay - 555786231"
"MPA_GBR",372,"Dunrobin Coast - 136150"
"MPA_GBR",373,"Durham - 87105"
"MPA_GBR",374,"Durham Coast - 136402"
"MPA_GBR",375,"Durham Coast - 555581702"
"MPA_GBR",376,"Durham Coast - 555786671"
"MPA_GBR",377,"Durness - 135032"
"MPA_GBR",378,"Dyfi - 139325"
"MPA_GBR",379,"Dyfi - 1468"
"MPA_GBR",380,"Dyfi Biosphere Reserve - 2123"
"MPA_GBR",381,"Dyfi Estuary / Aber Dyfi - 555786407"
"MPA_GBR",382,"Dyfi Estuary / Aber Dyfi - 555637375"
"MPA_GBR",383,"East Aberthaw Coast - 139328"
"MPA_GBR",384,"East Caithness Cliffs - 555556976"
"MPA_GBR",385,"East Caithness Cliffs - 555560462"
"MPA_GBR",386,"East Caithness Cliffs - 555583033"
"MPA_GBR",387,"East Caithness Cliffs - 555786674"
"MPA_GBR",388,"East Caithness Cliffs - 555787516"
"MPA_GBR",389,"East Devon - 20582"
"MPA_GBR",390,"East Head West Wittering - 555581602"
"MPA_GBR",391,"East Mainland Coast Shetland - 555787425"
"MPA_GBR",392,"East Mingulay - 555556977"
"MPA_GBR",393,"East Mingulay - 555787638"
"MPA_GBR",394,"East Rockall Bank - 555556978"
"MPA_GBR",395,"East Rockall Bank - 555786432"
"MPA_GBR",396,"East Runton Cliffs - 137218"
"MPA_GBR",397,"East Sanday Coast - 169820"
"MPA_GBR",398,"East Sanday Coast - 220057"
"MPA_GBR",399,"East Sanday Coast - 555556979"
"MPA_GBR",400,"East Sanday Coast - 555786318"
"MPA_GBR",401,"East Stewartry Coast - 18991"
"MPA_GBR",402,"East of Gannet +amp;amp; Montrose Fields - 555583052"
"MPA_GBR",403,"East of Gannet and Montrose Fields - 555560481"
"MPA_GBR",404,"East of Haig Fras - 555559198"
"MPA_GBR",405,"East of Haig Fras - 555583027"
"MPA_GBR",406,"East of Start Point - 555691633"
"MPA_GBR",407,"Easter Loch - 135908"
"MPA_GBR",408,"Edderton Sands - 555581114"
"MPA_GBR",409,"Eden Estuary - 135289"
"MPA_GBR",410,"Eden Estuary - 93249"
"MPA_GBR",411,"Eglarooze Cliff - 138508"
"MPA_GBR",412,"Eigg - Laig to Kildonnan - 134997"
"MPA_GBR",413,"Eilean Hoan - 169825"
"MPA_GBR",414,"Eileanan agus Sgeiran Lios mor - 555786641"
"MPA_GBR",415,"Eileanan agus Sgeiran Lios mór - 555556981"
"MPA_GBR",416,"Elgol Coast - 135952"
"MPA_GBR",417,"Eling and Bury Marshes - 136353"
"MPA_GBR",418,"Elliot Links - 135180"
"MPA_GBR",419,"Eoligarry - 136173"
"MPA_GBR",420,"Erme Estuary - 140482"
"MPA_GBR",421,"Erme Estuary - 555691654"
"MPA_GBR",422,"Erth Barton and Erth Island - 555581312"
"MPA_GBR",423,"Eshaness Coast - 134968"
"MPA_GBR",424,"Essex Estuaries - 555556984"
"MPA_GBR",425,"Essex Estuaries - 555786894"
"MPA_GBR",426,"Exe Estuary - 137737"
"MPA_GBR",427,"Exe Estuary - 555556985"
"MPA_GBR",428,"Exe Estuary - 555786204"
"MPA_GBR",429,"Exe Estuary - 68293"
"MPA_GBR",430,"Exmoor - 62902"
"MPA_GBR",431,"Exmouth - 193788"
"MPA_GBR",432,"Eynhallow - 135774"
"MPA_GBR",433,"Fair Isle - 555556987"
"MPA_GBR",434,"Fair Isle - 555595672"
"MPA_GBR",435,"Fair Isle - 555787550"
"MPA_GBR",436,"Fal and Helford - 555556988"
"MPA_GBR",437,"Fal and Helford - 555786306"
"MPA_GBR",438,"Falmouth Bay to St Austell Bay - 555637376"
"MPA_GBR",439,"Falmouth Bay to St Austell Bay - 555787499"
"MPA_GBR",440,"Faray and Holm of Faray - 169832"
"MPA_GBR",441,"Faray and Holm of Faray - 555556990"
"MPA_GBR",442,"Faray and Holm of Faray - 555786813"
"MPA_GBR",443,"Farne Islands - 142763"
"MPA_GBR",444,"Farne Islands - 555581319"
"MPA_GBR",445,"Farne Islands - 555637377"
"MPA_GBR",446,"Farne Islands - 555786189"
"MPA_GBR",447,"Farnes East - 555588155"
"MPA_GBR",448,"Farnes East - 555622023"
"MPA_GBR",449,"Faroe-Shetland Sponge Belt - 555560482"
"MPA_GBR",450,"Faroe-Shetland Sponge Belt - 555583053"
"MPA_GBR",451,"Felpham - 138761"
"MPA_GBR",452,"Ferry Cliff Sutton - 137905"
"MPA_GBR",453,"Fetlar - 555556992"
"MPA_GBR",454,"Fetlar - 555787545"
"MPA_GBR",455,"Fetlar to Haroldswick - 555560463"
"MPA_GBR",456,"Fetlar to Haroldswick - 555583034"
"MPA_GBR",457,"Fidlar Geo to Watsness - 135773"
"MPA_GBR",458,"Fidra - 555580929"
"MPA_GBR",459,"Fife Ness Coast - 139836"
"MPA_GBR",460,"Filey Brigg - 138034"
"MPA_GBR",461,"Findhorn Bay - 193587"
"MPA_GBR",462,"Firth of Forth - 169840"
"MPA_GBR",463,"Firth of Forth - 555556993"
"MPA_GBR",464,"Firth of Forth - 555786379"
"MPA_GBR",465,"Firth of Forth - 900634"
"MPA_GBR",466,"Firth of Forth Banks Complex - 555560478"
"MPA_GBR",467,"Firth of Forth Banks Complex - 555583049"
"MPA_GBR",468,"Firth of Lorn - 555556994"
"MPA_GBR",469,"Firth of Lorn - 555786729"
"MPA_GBR",470,"Firth of Tay +amp; Eden Estuary - 555556995"
"MPA_GBR",471,"Firth of Tay +amp; Eden Estuary - 555556996"
"MPA_GBR",472,"Firth of Tay and Eden Estuary - 220093"
"MPA_GBR",473,"Firth of Tay and Eden Estuary - 555786360"
"MPA_GBR",474,"Firth of Tay and Eden Estuary - 555786553"
"MPA_GBR",475,"Flamborough Head - 137868"
"MPA_GBR",476,"Flamborough Head - 555556998"
"MPA_GBR",477,"Flamborough Head - 555786281"
"MPA_GBR",478,"Flamborough Headland - 4890"
"MPA_GBR",479,"Flamborough and Filey Coast - 555786385"
"MPA_GBR",480,"Flannan Isles - 136034"
"MPA_GBR",481,"Flannan Isles - 555556999"
"MPA_GBR",482,"Flannan Isles - 555786440"
"MPA_GBR",483,"Flat Holm - 139354"
"MPA_GBR",484,"Flat Holm - 93236"
"MPA_GBR",485,"Fleet Valley - 18992"
"MPA_GBR",486,"Folkestone Pomerania - 555559199"
"MPA_GBR",487,"Folkestone Pomerania - 555583010"
"MPA_GBR",488,"Folkestone Warren - 138898"
"MPA_GBR",489,"Folkestone Warren - 93067"
"MPA_GBR",490,"Folly Rocks - 138890"
"MPA_GBR",491,"Foreland - 555691655"
"MPA_GBR",492,"Formby - 555581324"
"MPA_GBR",493,"Forth Islands - 135208"
"MPA_GBR",494,"Forth Islands - 555557001"
"MPA_GBR",495,"Forth Islands - 555786362"
"MPA_GBR",496,"Forvie - 1489"
"MPA_GBR",497,"Foula - 555557002"
"MPA_GBR",498,"Foula - 555787548"
"MPA_GBR",499,"Foula Coast - 135046"
"MPA_GBR",500,"Foulness (Mid-Essex Coast Phase 5) - 555557003"
"MPA_GBR",501,"Foulness (Mid-Essex Coast Phase 5) - 555786197"
"MPA_GBR",502,"Foulness - 127892"
"MPA_GBR",503,"Foulness - 138407"
"MPA_GBR",504,"Foveran Links - 135852"
"MPA_GBR",505,"Fowlsheugh - 135923"
"MPA_GBR",506,"Fowlsheugh - 555557004"
"MPA_GBR",507,"Fowlsheugh - 555581016"
"MPA_GBR",508,"Fowlsheugh - 555786465"
"MPA_GBR",509,"Freiston Shore - 555581079"
"MPA_GBR",510,"Fremington Quay Cliffs - 136225"
"MPA_GBR",511,"Freshwater East Cliffs To Skrinkle Haven - 169848"
"MPA_GBR",512,"Fulmar - 555588156"
"MPA_GBR",513,"Fulmar - 555622024"
"MPA_GBR",514,"Funzie - 135897"
"MPA_GBR",515,"Fylde - 555559200"
"MPA_GBR",516,"Fylde - 555583011"
"MPA_GBR",517,"Gamrie and Pennan Coast - 135776"
"MPA_GBR",518,"Garron Point - 135810"
"MPA_GBR",519,"Geikie Slide and Hebridean Slope - 555560483"
"MPA_GBR",520,"Geikie Slide and Hebridean Slope - 555583054"
"MPA_GBR",521,"Gerrans Bay to Camels Cove - 137852"
"MPA_GBR",522,"Giant's Causeway and Dunseverick - 169855"
"MPA_GBR",523,"Gibraltar Point - 10973"
"MPA_GBR",524,"Gibraltar Point - 134955"
"MPA_GBR",525,"Gibraltar Point - 140492"
"MPA_GBR",526,"Gibraltar Point - 555557006"
"MPA_GBR",527,"Gibraltar Point - 555786411"
"MPA_GBR",528,"Girvan to Ballantrae Coast Section - 135516"
"MPA_GBR",529,"Glamorgan Coast - 4863"
"MPA_GBR",530,"Glanllynnau A Glannau Pen-Ychain I Gricieth - 169857"
"MPA_GBR",531,"Glannau Aberdaron ac Ynys Enlli/ Aberdaron Coast and Bardsey Island - 555786248"
"MPA_GBR",532,"Glannau Aberdaron and Ynys Enlli / Aberdaron Coast and Bardsey Island - 555593952"
"MPA_GBR",533,"Glannau Môn: Cors heli / Anglesey Coast: Saltmarsh - 555557008"
"MPA_GBR",534,"Glannau Môn: Cors heli / Anglesey Coast: Saltmarsh - 555786214"
"MPA_GBR",535,"Glannau Penmon - Biwmares - 193722"
"MPA_GBR",536,"Glannau Porthaethwy - 193723"
"MPA_GBR",537,"Glannau Tonfanau I Friog - 169858"
"MPA_GBR",538,"Glas Eileanan - 169860"
"MPA_GBR",539,"Glas Eileanan - 555786331"
"MPA_GBR",540,"Glenthorne - 137769"
"MPA_GBR",541,"Godrevy - Portreath - 20583"
"MPA_GBR",542,"Godrevy Head to St Agnes - 138549"
"MPA_GBR",543,"Godrevy to Portreath - 555581339"
"MPA_GBR",544,"Goodwin Sands - 555691656"
"MPA_GBR",545,"Gower - 20608"
"MPA_GBR",546,"Gower - 4862"
"MPA_GBR",547,"Gower - 555581708"
"MPA_GBR",548,"Granagh Bay - 555785796"
"MPA_GBR",549,"Grassholm - 555580934"
"MPA_GBR",550,"Grassholm - 555593953"
"MPA_GBR",551,"Grassholm - 555786250"
"MPA_GBR",552,"Grassholm / Ynys Gwales - 139390"
"MPA_GBR",553,"Grassholm Island - 142911"
"MPA_GBR",554,"Great Orme - 4867"
"MPA_GBR",555,"Great Tor (Three Cliff Bay) - 555560499"
"MPA_GBR",556,"Great Yarmouth North Denes - 140956"
"MPA_GBR",557,"Great Yarmouth North Denes - 555786200"
"MPA_GBR",558,"Greater Haig Fras - 555588157"
"MPA_GBR",559,"Greater Haig Fras - 555622025"
"MPA_GBR",560,"Greater Wash - 555637378"
"MPA_GBR",561,"Greater Wash - 555787504"
"MPA_GBR",562,"Grennan Bay - 135003"
"MPA_GBR",563,"Gress Saltings - 135960"
"MPA_GBR",564,"Gribbin Head - Polperro - 4884"
"MPA_GBR",565,"Gribun Shore and Crags - 135626"
"MPA_GBR",566,"Gristhorpe Bay and Red Cliff - 138125"
"MPA_GBR",567,"Gronant Dunes - 193695"
"MPA_GBR",568,"Gronant Dunes And Talacre Warren - 139400"
"MPA_GBR",569,"Gruinart Flats - 135758"
"MPA_GBR",570,"Gruinart Flats Islay - 555557010"
"MPA_GBR",571,"Gruinart Flats Islay - 555786140"
"MPA_GBR",572,"Gruinart Flats Islay - 68278"
"MPA_GBR",573,"Gutner Point - 194147"
"MPA_GBR",574,"Gwithian to Mexico Towans - 140319"
"MPA_GBR",575,"Gwydir Bay - 139441"
"MPA_GBR",576,"Hackett's Marsh - 193946"
"MPA_GBR",577,"Hadston Links - 138009"
"MPA_GBR",578,"Haig Fras - 555557013"
"MPA_GBR",579,"Haig Fras - 555786419"
"MPA_GBR",580,"Haisborough Hammond and Winterton - 555557014"
"MPA_GBR",581,"Haisborough Hammond and Winterton - 555787643"
"MPA_GBR",582,"Hallsands-Beesands - 169889"
"MPA_GBR",583,"Ham Ness - 135018"
"MPA_GBR",584,"Hamford Water - 10976"
"MPA_GBR",585,"Hamford Water - 136953"
"MPA_GBR",586,"Hamford Water - 555557015"
"MPA_GBR",587,"Hamford Water - 555786154"
"MPA_GBR",588,"Hamford Water - 555786163"
"MPA_GBR",589,"Hamford Water - 68303"
"MPA_GBR",590,"Hamstead - 4870"
"MPA_GBR",591,"Handa - 555557016"
"MPA_GBR",592,"Handa - 555787519"
"MPA_GBR",593,"Happisburgh Cliffs - 137166"
"MPA_GBR",594,"Harbour Cove - 137413"
"MPA_GBR",595,"Hartland (Cornwall) - 4880"
"MPA_GBR",596,"Hartland (Devon) - 62903"
"MPA_GBR",597,"Hartland Point to Tintagel - 555588158"
"MPA_GBR",598,"Hartland Point to Tintagel - 555622026"
"MPA_GBR",599,"Harwich Foreshore - 140160"
"MPA_GBR",600,"Hastings Cliffs - 555786632"
"MPA_GBR",601,"Hastings Cliffs to Pett Beach - 138321"
"MPA_GBR",602,"Hatton Bank - 555557017"
"MPA_GBR",603,"Hatton-Rockall Basin - 555560484"
"MPA_GBR",604,"Hatton-Rockall Basin - 555583055"
"MPA_GBR",605,"Hayburn Wyke - 138653"
"MPA_GBR",606,"Hayes Point To Bendrick Rock - 139442"
"MPA_GBR",607,"Hayle Estuary + Carrack Gladden - 138583"
"MPA_GBR",608,"Hayle Estuary - 555580985"
"MPA_GBR",609,"Hele Samson's and Combe Martin Bays - 169896"
"MPA_GBR",610,"Helford Estuary - 555691657"
"MPA_GBR",611,"Helmsdale Coast - 139932"
"MPA_GBR",612,"Henborth - 139446"
"MPA_GBR",613,"Hermaness Saxa Vord and Valla Field - 555557021"
"MPA_GBR",614,"Hermaness Saxa Vord and Valla Field - 555787543"
"MPA_GBR",615,"Highcliffe to Milford Cliffs - 136928"
"MPA_GBR",616,"Hilbre Islands - 93091"
"MPA_GBR",617,"Hillsborough - 193811"
"MPA_GBR",618,"Hobby to Peppercombe - 138154"
"MPA_GBR",619,"Holderness Inshore - 555588159"
"MPA_GBR",620,"Holderness Inshore - 555622027"
"MPA_GBR",621,"Holderness Offshore - 555691634"
"MPA_GBR",622,"Holehaven Creek - 183442"
"MPA_GBR",623,"Holm of Papa Westray - 135818"
"MPA_GBR",624,"Holme Dunes - 142775"
"MPA_GBR",625,"Holyhead Mountain - 4865"
"MPA_GBR",626,"Hook with Warsash - 93039"
"MPA_GBR",627,"Hope's Nose to Wall's Hill - 136810"
"MPA_GBR",628,"Horse Island - 555580922"
"MPA_GBR",629,"Hough Bay and Balevullin Machair - 135634"
"MPA_GBR",630,"Howick to Seaton Point - 136310"
"MPA_GBR",631,"Hoy - 555557028"
"MPA_GBR",632,"Hoy - 555787554"
"MPA_GBR",633,"Hoy and West Mainland - 18954"
"MPA_GBR",634,"Humber Estuary - 193736"
"MPA_GBR",635,"Humber Estuary - 555557029"
"MPA_GBR",636,"Humber Estuary - 555557030"
"MPA_GBR",637,"Humber Estuary - 555786386"
"MPA_GBR",638,"Humber Estuary - 555786535"
"MPA_GBR",639,"Humber Estuary - 95291"
"MPA_GBR",640,"Hummersea - 555581395"
"MPA_GBR",641,"Hurst Castle and Lymington River Estuary - 136957"
"MPA_GBR",642,"Hythe to Calshot Marshes - 136974"
"MPA_GBR",643,"Imperial Dock Lock Leith - 555786381"
"MPA_GBR",644,"Inchmickery - 135193"
"MPA_GBR",645,"Inchmickery - 555580930"
"MPA_GBR",646,"Inner Bank - 555691635"
"MPA_GBR",647,"Inner Belfast Lough - 142829"
"MPA_GBR",648,"Inner Clyde - 169912"
"MPA_GBR",649,"Inner Clyde - 555581033"
"MPA_GBR",650,"Inner Clyde Estuary - 220094"
"MPA_GBR",651,"Inner Clyde Estuary - 555557034"
"MPA_GBR",652,"Inner Clyde Estuary - 555786146"
"MPA_GBR",653,"Inner Dowsing Race Bank and North Ridge - 555557035"
"MPA_GBR",654,"Inner Dowsing Race Bank and North Ridge - 555787644"
"MPA_GBR",655,"Inner Hebrides and the Minches - 555624866"
"MPA_GBR",656,"Inner Hebrides and the Minches - 555786433"
"MPA_GBR",657,"Inner Moray Firth - 220061"
"MPA_GBR",658,"Inner Moray Firth - 555557036"
"MPA_GBR",659,"Inner Moray Firth - 555786450"
"MPA_GBR",660,"Inner Tay Estuary - 135198"
"MPA_GBR",661,"Inverbrora - 136089"
"MPA_GBR",662,"Invernaver - 555786287"
"MPA_GBR",663,"Irish Sea Front - 555637379"
"MPA_GBR",664,"Irish Sea Front - 555787503"
"MPA_GBR",665,"Iron Scar and Hundale Point to Scalby Ness - 138686"
"MPA_GBR",666,"Isle of Man Biosphere Reserve Reserve - 555705851"
"MPA_GBR",667,"Isle of May - 11048"
"MPA_GBR",668,"Isle of May - 135189"
"MPA_GBR",669,"Isle of May - 555557038"
"MPA_GBR",670,"Isle of May - 555786537"
"MPA_GBR",671,"Isle of Whithorn Bay - 135030"
"MPA_GBR",672,"Isle of Wight Biosphere Reserve - 555705850"
"MPA_GBR",673,"Isles Of Scilly - 20612"
"MPA_GBR",674,"Isles Of Scilly - 4877"
"MPA_GBR",675,"Isles of Scilly - 555583012"
"MPA_GBR",676,"Isles of Scilly - 555786261"
"MPA_GBR",677,"Isles of Scilly Complex - 555557039"
"MPA_GBR",678,"Isles of Scilly Complex - 555786895"
"MPA_GBR",679,"Isles of Scilly Sites - 555559201"
"MPA_GBR",680,"Isley Marsh - 555580986"
"MPA_GBR",681,"Jack Scout - 140837"
"MPA_GBR",682,"Jersey Coast - 555625740"
"MPA_GBR",683,"John o' Groats - 135982"
"MPA_GBR",684,"Jura - 18982"
"MPA_GBR",685,"Kames Bay - 135657"
"MPA_GBR",686,"Kelsey Head - 138633"
"MPA_GBR",687,"Kenfig / Cynffig - 555557043"
"MPA_GBR",688,"Kenfig Pool And Dunes - 93237"
"MPA_GBR",689,"Kenfig/ Cynffig - 555786992"
"MPA_GBR",690,"Kentish Knock East - 555691672"
"MPA_GBR",691,"Kentra Bay and Moss - 136134"
"MPA_GBR",692,"Kilkeel Steps - 555545505"
"MPA_GBR",693,"Killard - 11116"
"MPA_GBR",694,"Killard - 142830"
"MPA_GBR",695,"Killough Bay - 555557046"
"MPA_GBR",696,"Killough Bay - 555624684"
"MPA_GBR",697,"Killough Bay - 555786402"
"MPA_GBR",698,"Killough Bay and Strand Lough - 174674"
"MPA_GBR",699,"Kilminning Coast - 555624780"
"MPA_GBR",700,"King's Quay Shore - 136629"
"MPA_GBR",701,"Kingmere - 555559202"
"MPA_GBR",702,"Kingmere - 555583013"
"MPA_GBR",703,"Kirkconnell Merse - 555581083"
"MPA_GBR",704,"Knapdale - 18983"
"MPA_GBR",705,"Knoydart - 18964"
"MPA_GBR",706,"Kyle of Tongue - 18955"
"MPA_GBR",707,"Kyles of Bute - 18984"
"MPA_GBR",708,"Kynoch's Foreshore - 555561806"
"MPA_GBR",709,"Ladram Bay to Sidmouth - 140197"
"MPA_GBR",710,"Laggan - 135624"
"MPA_GBR",711,"Lamlash Bay - 555559228"
"MPA_GBR",712,"Lands End and Cape Bank - 555786152"
"MPA_GBR",713,"Land’s End and Cape Bank - 555557057"
"MPA_GBR",714,"Langland Bay (Rotherslade) - 139463"
"MPA_GBR",715,"Langness - 555637390"
"MPA_GBR",716,"Langstone Harbour - 137084"
"MPA_GBR",717,"Langstone Harbour - 555581084"
"MPA_GBR",718,"Largs Coast Section - 135042"
"MPA_GBR",719,"Larne Lough - 142840"
"MPA_GBR",720,"Larne Lough - 166872"
"MPA_GBR",721,"Larne Lough - 555557058"
"MPA_GBR",722,"Larne Lough - 555786395"
"MPA_GBR",723,"Larne Lough Islands - 555580924"
"MPA_GBR",724,"Laxey Bay - 555637391"
"MPA_GBR",725,"Lee-on-the Solent to Itchen Estuary - 140806"
"MPA_GBR",726,"Leigh - 10984"
"MPA_GBR",727,"Leighton Moss + Morecambe Bay - 555581085"
"MPA_GBR",728,"Les Ecrehous - 555625739"
"MPA_GBR",729,"Les Minquiers - 555625738"
"MPA_GBR",730,"Limestone Coast of South West Wales / Arfordir Calchfaen de Orllewin Cymru - 555557060"
"MPA_GBR",731,"Lincegrove and Hackett's Marshes - 137104"
"MPA_GBR",732,"Lincolnshire Coronation Coast - 555785826"
"MPA_GBR",733,"Lindisfarne - 136325"
"MPA_GBR",734,"Lindisfarne - 1458"
"MPA_GBR",735,"Lindisfarne - 555557061"
"MPA_GBR",736,"Lindisfarne - 555786188"
"MPA_GBR",737,"Lindisfarne - 68247"
"MPA_GBR",738,"Little Linga Holm - 555624809"
"MPA_GBR",739,"Little Ness - 555637392"
"MPA_GBR",740,"Littoral du Dorset et de l'est du Devon - 900632"
"MPA_GBR",741,"Liverpool Bay / Bae Lerpwl - 555557063"
"MPA_GBR",742,"Liverpool Bay / Bae Lerpwl - 555786267"
"MPA_GBR",743,"Lizard Point - 555557064"
"MPA_GBR",744,"Lizard Point - 555786151"
"MPA_GBR",745,"Llanbadrig - Dinas Gynfor - 139475"
"MPA_GBR",746,"Llyn Coast - 4868"
"MPA_GBR",747,"Loch Bee Machair - 135012"
"MPA_GBR",748,"Loch Carron - 555624865"
"MPA_GBR",749,"Loch Carron - 555638752"
"MPA_GBR",750,"Loch Creran - 555557065"
"MPA_GBR",751,"Loch Creran - 555560464"
"MPA_GBR",752,"Loch Creran - 555583035"
"MPA_GBR",753,"Loch Creran - 555786649"
"MPA_GBR",754,"Loch Fleet - 136122"
"MPA_GBR",755,"Loch Fleet - 169619"
"MPA_GBR",756,"Loch Fleet - 555624806"
"MPA_GBR",757,"Loch Laxford - 555557066"
"MPA_GBR",758,"Loch Laxford - 555786651"
"MPA_GBR",759,"Loch Moidart - 139902"
"MPA_GBR",760,"Loch Moidart and Loch Shiel Woods - 555557067"
"MPA_GBR",761,"Loch Of Strathbeg - 555581037"
"MPA_GBR",762,"Loch Sunart - 555560465"
"MPA_GBR",763,"Loch Sunart - 555583036"
"MPA_GBR",764,"Loch Sunart to the Sound of Jura - 555560466"
"MPA_GBR",765,"Loch Sunart to the Sound of Jura - 555583037"
"MPA_GBR",766,"Loch Sween - 555560467"
"MPA_GBR",767,"Loch Sween - 555583038"
"MPA_GBR",768,"Loch na Cartach - 136108"
"MPA_GBR",769,"Loch na Keal Isle of Mull - 18979"
"MPA_GBR",770,"Loch nam Madadh - 555557068"
"MPA_GBR",771,"Loch nam Madadh - 555786847"
"MPA_GBR",772,"Loch of Inch + Torrs Warren - 220064"
"MPA_GBR",773,"Loch of Inch and Torrs Warren - 555786131"
"MPA_GBR",774,"Loch of Strathbeg - 135765"
"MPA_GBR",775,"Loch of Strathbeg - 555786460"
"MPA_GBR",776,"Loch of Strathbeg - 95307"
"MPA_GBR",777,"Lochs Duich Long and Aish - 555583039"
"MPA_GBR",778,"Lochs Duich Long and Alsh - 555560468"
"MPA_GBR",779,"Lochs Duich Long and Alsh Reefs - 555557069"
"MPA_GBR",780,"Lochs Duich Long and Alsh Reefs - 555786853"
"MPA_GBR",781,"Long Berry Coast - 139953"
"MPA_GBR",782,"Long Craig Island - 169962"
"MPA_GBR",783,"Long Craig Island - 555624696"
"MPA_GBR",784,"Longhouse inc. Abercastle - 555581692"
"MPA_GBR",785,"Longman and Castle Stuart Bays - 135143"
"MPA_GBR",786,"Looe to Plymouth - 555581431"
"MPA_GBR",787,"Lough Foyle - 169963"
"MPA_GBR",788,"Lough Foyle - 220065"
"MPA_GBR",789,"Lough Foyle - 555557072"
"MPA_GBR",790,"Lough Foyle - 555580972"
"MPA_GBR",791,"Lough Foyle - 555786394"
"MPA_GBR",792,"Low Hauxley Shore - 138329"
"MPA_GBR",793,"Lower Fal + Helford Intertidal - 169971"
"MPA_GBR",794,"Lower River Conon - 135141"
"MPA_GBR",795,"Lower River Spey - 135824"
"MPA_GBR",796,"Lower River Spey - Spey Bay - 555786210"
"MPA_GBR",797,"Luce Bay and Sands - 555557073"
"MPA_GBR",798,"Luce Bay and Sands - 555786282"
"MPA_GBR",799,"Lundy - 555557075"
"MPA_GBR",800,"Lundy - 555559203"
"MPA_GBR",801,"Lundy - 555583014"
"MPA_GBR",802,"Lundy - 555786307"
"MPA_GBR",803,"Lundy - 62904"
"MPA_GBR",804,"Lune Estuary - 137474"
"MPA_GBR",805,"Luskentyre Banks and Saltings - 139875"
"MPA_GBR",806,"Lydney Cliff - 140713"
"MPA_GBR",807,"Lydstep Head To Tenby Burrows - 169977"
"MPA_GBR",808,"Lyme Bay and Torbay - 555557076"
"MPA_GBR",809,"Lyme Bay and Torbay - 555786149"
"MPA_GBR",810,"Lynher Estuary - 140195"
"MPA_GBR",811,"Lynn of Lorn - 18980"
"MPA_GBR",812,"Machairs Robach and Newton - 136069"
"MPA_GBR",813,"Magilligan - 142853"
"MPA_GBR",814,"Magilligan - 555786837"
"MPA_GBR",815,"Magilligan Point - 555785802"
"MPA_GBR",816,"Maidens to Doonfoot - 135574"
"MPA_GBR",817,"Malpas Estuary - 140214"
"MPA_GBR",818,"Margate and Long Sands - 555557080"
"MPA_GBR",819,"Margate and Long Sands - 555786148"
"MPA_GBR",820,"Markham's Triangle - 555691638"
"MPA_GBR",821,"Marloes And Dale - 4872"
"MPA_GBR",822,"Marsland to Clovelly Coast - 141003"
"MPA_GBR",823,"Marwick Head - 135799"
"MPA_GBR",824,"Marwick Head - 555557081"
"MPA_GBR",825,"Marwick Head - 555787553"
"MPA_GBR",826,"Masonshaugh - 135868"
"MPA_GBR",827,"Meadfoot Sea Road - 137329"
"MPA_GBR",828,"Medina Estuary - 136644"
"MPA_GBR",829,"Medway Estuary + Marshes - 94082"
"MPA_GBR",830,"Medway Estuary (Zone 1+2) - 555691675"
"MPA_GBR",831,"Medway Estuary - 555583015"
"MPA_GBR",832,"Medway Estuary and Marshes - 136393"
"MPA_GBR",833,"Medway Estuary and Marshes - 555557083"
"MPA_GBR",834,"Medway Estuary and Marshes - 555786228"
"MPA_GBR",835,"Melby - 135853"
"MPA_GBR",836,"Meneage Coastal Section - 138914"
"MPA_GBR",837,"Mercury Marshes - 193836"
"MPA_GBR",838,"Merkinch - 387440"
"MPA_GBR",839,"Mermaid's Pool to Rowden Gut - 141139"
"MPA_GBR",840,"Mersehead - 555581089"
"MPA_GBR",841,"Mersey Estuary - 134954"
